date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:45:59	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a5eb24b70a88f62b0c648abd0fca8b0d-ssl%22	https://tedxnuuz.netlify.app/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://tedxnuuz.netlify.app/static1.squarespace.com/static/versioned-site-css/63c60a317f81cc43cac47e24/7/5c5a519771c10ba3470d8101/63c60a317f81cc43cac47e3e/1428/site.css)
23:46:00	365/365	---M--	200	added ('OK')	image/png	etag:%2247bb77ce180bb2dc86cea04b09d889bd-ssl%22	https://tedxnuuz.netlify.app/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://tedxnuuz.netlify.app/static1.squarespace.com/static/versioned-site-css/63c60a317f81cc43cac47e24/7/5c5a519771c10ba3470d8101/63c60a317f81cc43cac47e3e/1428/site.css)
23:46:01	176/176	---M--	200	added ('OK')	image/png	etag:%229c703ce286a070fc217e29c36ff58ff9-ssl%22	https://tedxnuuz.netlify.app/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://tedxnuuz.netlify.app/static1.squarespace.com/static/versioned-site-css/63c60a317f81cc43cac47e24/7/5c5a519771c10ba3470d8101/63c60a317f81cc43cac47e3e/1428/site.css)
23:46:02	3058/3058	---M--	200	added ('OK')	image/png	etag:%220365f7c964bca06883a4a6aafffcf9c6-ssl%22	https://tedxnuuz.netlify.app/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://tedxnuuz.netlify.app/static1.squarespace.com/static/versioned-site-css/63c60a317f81cc43cac47e24/7/5c5a519771c10ba3470d8101/63c60a317f81cc43cac47e3e/1428/site.css)
23:46:03	68875/68875	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22aa5565a438311a4159ec3ef9c709ad70-ssl-df%22	https://tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e3.eot?v=4.4.0	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e393e3.eot	(from https://tedxnuuz.netlify.app/www/lib/Font-Awesome/css/font-awesome.min.css)
23:46:04	68875/68875	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22aa5565a438311a4159ec3ef9c709ad70-ssl-df%22	https://tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfontd41d.eot?	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfontd41dd41d.eot	(from https://tedxnuuz.netlify.app/www/lib/Font-Awesome/css/font-awesome.min.css)
23:46:05	64464/64464	---M--	200	added ('OK')	font/woff2	etag:%22dcac8154bce7b1df36b2002e0871e58b-ssl%22	https://tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e3.woff2?v=4.4.0	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e393e3.woff2	(from https://tedxnuuz.netlify.app/www/lib/Font-Awesome/css/font-awesome.min.css)
23:46:07	81284/81284	---MCZ	200	added ('OK')	application/font-woff	etag:%22971425afa82f15fe09396359e95706e3-ssl-df%22	https://tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e3.woff?v=4.4.0	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e393e3.woff	(from https://tedxnuuz.netlify.app/www/lib/Font-Awesome/css/font-awesome.min.css)
23:46:08	138204/138204	---M--	200	added ('OK')	font/ttf	etag:%2216d92c57761ebe2d1fff3046cd9b71a8-ssl%22	https://tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e3.ttf?v=4.4.0	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e393e3.ttf	(from https://tedxnuuz.netlify.app/www/lib/Font-Awesome/css/font-awesome.min.css)
23:46:10	355981/355981	---MCZ	200	added ('OK')	image/svg+xml	etag:%22a23a76f02cfc0f86709dab3003916e43-ssl-df%22	https://tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e3.svg?v=4.4.0	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/lib/Font-Awesome/fonts/fontawesome-webfont93e393e3.svg	(from https://tedxnuuz.netlify.app/www/lib/Font-Awesome/css/font-awesome.min.css)
23:46:12	118598/118598	---M--	200	added ('OK')	image/jpeg	etag:%2283fb149ae6c4b38e6eb98af9dc95c35d-ssl%22	https://tedxnuuz.netlify.app/www/images/bg/header-1.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/bg/header-1.jpg	(from https://tedxnuuz.netlify.app/www/css/style.css)
23:46:14	212743/212743	---M--	200	added ('OK')	image/jpeg	etag:%229e7f4a4a7fcbdbebb15289f56dbb1ee8-ssl%22	https://tedxnuuz.netlify.app/www/images/bg/header-2.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/bg/header-2.jpg	(from https://tedxnuuz.netlify.app/www/css/style.css)
23:46:14	52501/52501	---M--	200	added ('OK')	image/jpeg	etag:%221525ebd5c84807854090d25df1335b31-ssl%22	https://tedxnuuz.netlify.app/www/images/bg/testimonial.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/bg/testimonial.jpg	(from https://tedxnuuz.netlify.app/www/css/style.css)
23:46:15	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1694598657-ssl-df	https://tedxnuuz.netlify.app/www/images/bg/tickit.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/bg/tickit.47.delayed	(from https://tedxnuuz.netlify.app/www/css/style.css)
23:46:16	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1694598657-ssl-df	https://tedxnuuz.netlify.app/www/images/blog/single/f-image.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/blog/single/f-image.48.delayed	(from https://tedxnuuz.netlify.app/www/css/style.css)
23:46:18	290250/290250	---M--	200	added ('OK')	image/jpeg	etag:%224b9fe4e5693a666ea5ba2828870a08d3-ssl%22	https://tedxnuuz.netlify.app/www/images/bg/error.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/bg/error.jpg	(from https://tedxnuuz.netlify.app/www/css/style.css)
23:46:19	49865/49865	---MCZ	200	added ('OK')	application/javascript	etag:%2294846728e8e505a8f6b893a36f0e62cb-ssl-df%22	https://tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-08fb8b0099c725acd445e-min.en-US.js	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-08fb8b0099c725acd445e-min.en-US.js	(from https://tedxnuuz.netlify.app/www/cart)
23:46:20	776987/776987	---MCZ	200	added ('OK')	application/javascript	etag:%228a2bc7e07cfbe5ce58ef361648e17c82-ssl-df%22	https://tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/common-vendors-0413d0b876ef5628ecebd-min.en-US.js	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/common-vendors-0413d0b876ef5628ecebd-min.en-US.js	(from https://tedxnuuz.netlify.app/www/cart)
23:46:24	249482/249482	---MCZ	200	added ('OK')	application/javascript	etag:%22459b93f9a63990a81bbfc1fce8c84c92-ssl-df%22	https://tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/performance-149df38298b03608b51e3-min.en-US.js	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/performance-149df38298b03608b51e3-min.en-US.js	(from https://tedxnuuz.netlify.app/www/cart)
23:46:25	3193402/3193402	---MCZ	200	added ('OK')	application/javascript	etag:%223289413cc101617c7c2bbcfa512d5927-ssl-df%22	https://tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/common-a8f85bc4ef38be5d0a3f2-min.en-US.js	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/common-a8f85bc4ef38be5d0a3f2-min.en-US.js	(from https://tedxnuuz.netlify.app/www/cart)
23:46:30	362185/362185	---MCZ	200	added ('OK')	text/html	etag:%2281644f80584fd6e9b608ebeedf7781be-ssl-df%22	https://tedxnuuz.netlify.app/www/past-talks	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/past-talks.html	(from https://tedxnuuz.netlify.app/www/cart)
23:46:31	21016/21016	---M--	200	added ('OK')	image/png	etag:%226a0421dbe5c6595e5d5ae761966123b7-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/b63a1232-84d3-4cb3-874b-6461259a1e45/tedxuwmadison.png	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/b63a1232-84d3-4cb3-874b-6461259a1e45/tedxuwmadison.png	(from https://tedxnuuz.netlify.app/www/cart)
23:46:31	5707150/5707150	---MCZ	200	added ('OK')	application/javascript	etag:%22e59f514704adee2cff5764c228b68cd1-ssl-df%22	https://tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-d91aac0d4be8ba9f7941e-min.en-US.js	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-d91aac0d4be8ba9f7941e-min.en-US.js	(from https://tedxnuuz.netlify.app/www/cart)
23:46:32	250849/250849	---MCZ	200	added ('OK')	text/html	etag:%22e5d6608eeeb238435d6a870ef3834d54-ssl-df%22	https://tedxnuuz.netlify.app/www/gallery.html	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/gallery-2.html	(from https://tedxnuuz.netlify.app/www/gallery)
23:46:33	263052/263052	---MCZ	200	added ('OK')	text/html	etag:%22a20ca45bb8a67c9502ad9440ebfcd5b4-ssl-df%22	https://tedxnuuz.netlify.app/www/homee.html	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/homee-2.html	(from https://tedxnuuz.netlify.app/www/homee)
23:46:34	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1694598657-ssl-df	https://tedxnuuz.netlify.app/images/logo-white.png	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images/logo-white.53.delayed	(from https://tedxnuuz.netlify.app/www/homee)
23:46:37	290619/290619	---MCZ	200	added ('OK')	text/html	etag:%229fedfda846c9c27885882b22dee3f1e9-ssl-df%22	https://tedxnuuz.netlify.app/www/meet-the-board.html	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/meet-the-board-2.html	(from https://tedxnuuz.netlify.app/www/meet-the-board)
23:46:38	261141/261141	---MCZ	200	added ('OK')	text/html	etag:%22326430829e651f531cc62e2a2d7c50e4-ssl-df%22	https://tedxnuuz.netlify.app/www/contact.html	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/contact-2.html	(from https://tedxnuuz.netlify.app/www/contact)
23:46:38	146587/146587	---MCZ	200	added ('OK')	text/css	etag:%22167449e8e13f1d6f89b679249a0ce772-ssl-df%22	https://tedxnuuz.netlify.app/www/assets/css/bootstrap.css	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/assets/css/bootstrap.css	(from https://tedxnuuz.netlify.app/www/spealers.html)
23:46:40	236359/236359	---M--	200	added ('OK')	image/jpeg	etag:%22ab3da67ea0ede93e0cbc21bb03410077-ssl%22	https://tedxnuuz.netlify.app/www/images/speakers/Muhammadova%20Shaxina.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/speakers/Muhammadova%20Shaxina.jpg	(from https://tedxnuuz.netlify.app/www/spealers.html)
23:46:45	155651/155651	---M--	200	added ('OK')	image/jpeg	etag:%2241ea0013246eafd3b51024c2517e0b54-ssl%22	https://tedxnuuz.netlify.app/www/images/speakers/Azizbek%20Zaylobiddinov.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/speakers/Azizbek%20Zaylobiddinov.jpg	(from https://tedxnuuz.netlify.app/www/spealers.html)
23:46:50	2384033/2384033	---M--	200	added ('OK')	image/jpeg	etag:%223b48d65a50181bc9245f2599ff05c23c-ssl%22	https://tedxnuuz.netlify.app/www/images/speakers/Abdurashid%20Abdusallomov.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/speakers/Abdurashid%20Abdusallomov.jpg	(from https://tedxnuuz.netlify.app/www/spealers.html)
23:46:51	61974/61974	---M--	200	added ('OK')	image/jpeg	etag:%226645b78c86f8fa7444a33b955941900a-ssl%22	https://tedxnuuz.netlify.app/www/images/speakers/Madina%20Courjeau.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/speakers/Madina%20Courjeau.jpg	(from https://tedxnuuz.netlify.app/www/spealers.html)
23:47:23	2730923/2730923	---M--	200	added ('OK')	image/jpeg	etag:%227e7a2a344ee1a8bd1b1cefe6a4c18d60-ssl%22	https://tedxnuuz.netlify.app/www/images/speakers/Fyodor%20Amanov.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/speakers/Fyodor%20Amanov.jpg	(from https://tedxnuuz.netlify.app/www/spealers.html)
23:48:07	1744005/1744005	---M--	200	added ('OK')	image/jpeg	etag:%22ac9dc6006d92e8eee5b509d4fc51acca-ssl%22	https://tedxnuuz.netlify.app/www/images/speakers/Xadicha%20Maxamaliyeva.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/speakers/Xadicha%20Maxamaliyeva.jpg	(from https://tedxnuuz.netlify.app/www/spealers.html)
23:48:14	295242/295242	---M--	200	added ('OK')	image/jpeg	etag:%2272b52e4c1a2bae86d1c41e2e2f429462-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/c897293d-55e0-4c41-a188-bd41dd02289a/12247974_642662682540317_6316210796409485951_o.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/c897293d-55e0-4c41-a188-bd41dd02289a/12247974_642662682540317_6316210796409485951_o.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:15	248461/248461	---M--	200	added ('OK')	image/jpeg	etag:%227a0c627e1160f10113380050faf6c815-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/05e8914a-7586-44fb-a552-884ce5e00122/15874779_839040249569225_2059550382456942269_o.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/05e8914a-7586-44fb-a552-884ce5e00122/15874779_839040249569225_2059550382456942269_o.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:17	53759/53759	---M--	200	added ('OK')	image/jpeg	etag:%22b9d8277a6fefd7af5db78aab63f053ae-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/cbf93906-4261-4c01-96a4-7ac7e2d42b47/15337477_823149827824934_320082409476552804_n.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/cbf93906-4261-4c01-96a4-7ac7e2d42b47/15337477_823149827824934_320082409476552804_n.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:18	292412/292412	---M--	200	added ('OK')	image/jpeg	etag:%2267b343ce6eae797994c11a589f1c2663-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/7651b5d9-e3e9-444e-a9e9-274f803a3566/15844464_839040389569211_1700130081105838804_o.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/7651b5d9-e3e9-444e-a9e9-274f803a3566/15844464_839040389569211_1700130081105838804_o.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:19	218990/218990	---M--	200	added ('OK')	image/jpeg	etag:%22d8f671b1306d43bba85a8b67a3752688-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/caca7941-0558-4e05-bdf3-bb71b6f3f978/27023577_1053598131446768_6826877264394864754_o.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/caca7941-0558-4e05-bdf3-bb71b6f3f978/27023577_1053598131446768_6826877264394864754_o.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:20	127623/127623	---M--	200	added ('OK')	image/jpeg	etag:%22a5abf7ef989321f5ea0b234068619894-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/039f7d1b-d73c-4003-9449-385114ae528a/27023604_1053595771447004_8826479619466235340_o.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/039f7d1b-d73c-4003-9449-385114ae528a/27023604_1053595771447004_8826479619466235340_o.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:21	183436/183436	---M--	200	added ('OK')	image/jpeg	etag:%225d3285710356659f3d8fc234966452fe-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/f06717a4-c78a-4244-a98f-18c263e907b8/27503803_1053594254780489_7107086139580935459_o.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/f06717a4-c78a-4244-a98f-18c263e907b8/27503803_1053594254780489_7107086139580935459_o.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:22	61246/61246	---M--	200	added ('OK')	image/jpeg	etag:%224bd2e9df27c1ad34364744fb52a3bb70-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/ce68d7be-1b8a-4b80-9fed-502132ab58e2/52602481_1329597030513542_2563531696829890560_n.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/ce68d7be-1b8a-4b80-9fed-502132ab58e2/52602481_1329597030513542_2563531696829890560_n.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:23	32139/32139	---M--	200	added ('OK')	image/jpeg	etag:%227d5ff432931b4256acd91d4f37ace4ae-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/895339b8-3077-441f-b5ea-162924c0d7b9/52819988_1329494693857109_2146486691601317888_n.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/895339b8-3077-441f-b5ea-162924c0d7b9/52819988_1329494693857109_2146486691601317888_n.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:25	212615/212615	---M--	200	added ('OK')	image/png	etag:%221a3458a543ddbd86d95537f227f60d9a-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/17aad1ed-c0d8-4b94-a3b3-3c1af50b654c/51104894_1314016678738244_2912316232772354048_n.png	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/17aad1ed-c0d8-4b94-a3b3-3c1af50b654c/51104894_1314016678738244_2912316232772354048_n.png	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:26	21511/21511	---M--	200	added ('OK')	image/jpeg	etag:%224db0d4fd78eaa337f6dc10de4803e989-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/44e9eec3-2d10-4e89-a4aa-e38c352a64e1/87944718_1649482581858317_3903531698993758208_n.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/44e9eec3-2d10-4e89-a4aa-e38c352a64e1/87944718_1649482581858317_3903531698993758208_n.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:27	332208/332208	---M--	200	added ('OK')	image/jpeg	etag:%22967fcbeeb864ad7d786c2a21ad341cab-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/73be66c2-68ff-4068-9ff5-f7cfb52eb47c/167087878_2011335239006381_1368783417013010789_n.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/73be66c2-68ff-4068-9ff5-f7cfb52eb47c/167087878_2011335239006381_1368783417013010789_n.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:27	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d4ea39f5e1e8797fefd6fd79717dc4b0-ssl-df%22	https://tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.eot	(from https://tedxnuuz.netlify.app/www/assets/css/bootstrap.css)
23:48:28	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22d4ea39f5e1e8797fefd6fd79717dc4b0-ssl-df%22	https://tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regulard41d.eot?	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regulard41dd41d.eot	(from https://tedxnuuz.netlify.app/www/assets/css/bootstrap.css)
23:48:29	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22f20ba3c4a344023f26f56ae6fc825af8-ssl%22	https://tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.woff2	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.woff2	(from https://tedxnuuz.netlify.app/www/assets/css/bootstrap.css)
23:48:30	23424/23424	---MCZ	200	added ('OK')	application/font-woff	etag:%2230efaa1b623593f036dc9904f4e8ddae-ssl-df%22	https://tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.woff	(from https://tedxnuuz.netlify.app/www/assets/css/bootstrap.css)
23:48:31	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%22585a018fc0c70a47e7cc993a48870ba5-ssl%22	https://tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.ttf	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.ttf	(from https://tedxnuuz.netlify.app/www/assets/css/bootstrap.css)
23:48:33	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:%22d63c71f165b0a9786f3c0c8ed86c3749-ssl-df%22	https://tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.svg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/assets/fonts/glyphicons-halflings-regular.svg	(from https://tedxnuuz.netlify.app/www/assets/css/bootstrap.css)
23:48:34	116711/116711	---M--	200	added ('OK')	image/jpeg	etag:%2243335b57e22a1e9d41e06b159d22c419-ssl%22	https://tedxnuuz.netlify.app/www/images/speakers/Adilkhan%20Kenpeliev.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/speakers/Adilkhan%20Kenpeliev.jpg	(from https://tedxnuuz.netlify.app/www/spealers.html)
23:48:38	118786/118786	---M--	200	added ('OK')	image/jpeg	etag:%222693c5684f54ff6dd5086bd8513b8df7-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/04181bcf-741b-4f1b-b348-ce406673f81e/12244660_642664845873434_7316595623234386959_o.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/04181bcf-741b-4f1b-b348-ce406673f81e/12244660_642664845873434_7316595623234386959_o.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:38	84826/84826	---M--	200	added ('OK')	image/jpeg	etag:%22f081ff1031c23c05af5ff60de5356425-ssl%22	https://tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/f9c0c815-2462-44c2-89fb-c0e817863ecd/12239306_642661329207119_6254106158214991924_o.jpg	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/images.squarespace-cdn.com/content/v1/63c60a317f81cc43cac47e24/f9c0c815-2462-44c2-89fb-c0e817863ecd/12239306_642661329207119_6254106158214991924_o.jpg	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:38	362185/362185	---MCZ	200	added ('OK')	text/html	etag:%2281644f80584fd6e9b608ebeedf7781be-ssl-df%22	https://tedxnuuz.netlify.app/www/past-talks.html	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/past-talks-2.html	(from https://tedxnuuz.netlify.app/www/past-talks)
23:48:42	5429770/5429770	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%22f91db985f68afc9ea17682ef047106a1-ssl%22	https://tedxnuuz.netlify.app/www/images/speakers/Muhammad%20Talatov.JPG	C:/Users/Asus/Desktop/TEDa/tedxnuuz.netlify.app/www/images/speakers/Muhammad%20Talatov.jpg	(from https://tedxnuuz.netlify.app/www/spealers.html)
